,time,Press031.Ana_hava_debi_act,Press031.Ana_hava_sic_act,Press031.Deng_hava_bas_act,Press031.Deng_hava_debi_act,cycle,id
46,2022-06-21 06:00:00+00:00,6.720981710298363,28.686333012511895,2.9773999181905464,3.49990365736285,46.0,1
47,2022-06-21 06:30:00+00:00,5.956983511154234,28.76294859359822,2.978549650824434,2.001522764306501,47.0,1
48,2022-06-21 07:00:00+00:00,6.012142088266956,28.81819160387513,2.9764256953713524,2.125608159311089,48.0,1
49,2022-06-21 07:30:00+00:00,5.858830472103001,28.82167381974233,2.9775197778969917,1.8160193133047227,49.0,1
50,2022-06-21 08:00:00+00:00,6.185665071770334,28.77550239234424,2.977436786602867,1.987406698564594,50.0,1
51,2022-06-21 08:30:00+00:00,6.1110506208213655,28.737440305634934,2.9773396704870994,2.1337917860553937,51.0,1
52,2022-06-21 09:00:00+00:00,6.028886756238019,28.735220729366482,2.9768547178502924,1.6567274376199608,52.0,1
53,2022-06-21 09:30:00+00:00,6.222713326941516,28.679865771812118,2.976283051773732,2.0252157046979855,53.0,1
54,2022-06-21 10:00:00+00:00,6.26118446601942,28.61699029126185,2.976374625242724,2.0331747572815537,54.0,1
55,2022-06-21 10:30:00+00:00,6.137753134040506,28.557569913210646,2.975626263259406,1.8811378784956603,55.0,1
56,2022-06-21 11:00:00+00:00,6.264239130434795,28.51235177865585,2.9750785039525702,1.9803162025691696,56.0,1
57,2022-06-21 11:30:00+00:00,7.24669921874998,28.446679687499977,2.9758198769531226,3.766826140625,57.0,1
58,2022-06-21 12:00:00+00:00,6.373683702989382,28.449180327868866,2.9776153828350918,2.132005785920928,58.0,1
59,2022-06-21 12:30:00+00:00,6.455677233429385,28.4525456292028,2.978154950048022,1.9248799202689704,59.0,1
60,2022-06-21 13:00:00+00:00,6.290830144083968,28.449713740458176,2.9786605763358724,1.8090839656488569,60.0,1
61,2022-06-21 13:30:00+00:00,6.327285429141717,28.45419161676665,2.976684806387216,2.0066466766467053,61.0,1
62,2022-06-21 14:00:00+00:00,6.430445544554456,28.44227722772298,2.9760478960396055,1.8904256930693049,62.0,1
63,2022-06-21 14:30:00+00:00,6.460756384086441,28.43791748526528,2.9762904027504895,2.2060707269155206,63.0,1
64,2022-06-21 15:00:00+00:00,6.359146221786061,28.441020608439647,2.9759394259077565,2.114926398429834,64.0,1
65,2022-06-21 15:30:00+00:00,6.257623666343352,28.40999030067922,2.974693870999037,2.0159359456838026,65.0,1
66,2022-06-21 16:00:00+00:00,6.400732883317256,28.358727097396876,2.9749175650916118,2.227560270009643,66.0,1
67,2022-06-21 16:30:00+00:00,7.038982723608455,28.3275431861809,2.976249666986563,3.5488675595009593,67.0,1
68,2022-06-21 17:00:00+00:00,6.437459715639808,28.294976303317608,2.9801245383886155,2.137061609478673,68.0,1
69,2022-06-21 17:30:00+00:00,6.413795761079013,28.314547206165656,2.9771688468207995,2.0299132947976872,69.0,1
70,2022-06-21 18:00:00+00:00,6.409039923954371,28.345722433460303,2.9765572690114093,1.9753897338403035,70.0,1
71,2022-06-21 18:30:00+00:00,6.294321462945152,28.360827718961037,2.975451162656404,1.810972088546679,71.0,1
72,2022-06-21 19:00:00+00:00,6.2599539170506935,28.38119815668239,2.972961591705072,2.1283778801843334,72.0,1
73,2022-06-21 19:30:00+00:00,6.624373259052927,28.38421541318491,2.980095701949858,2.7619312720519935,73.0,1
